TITLE,CATEGORY
"President Joe Biden is trying his hand at retail politics. He stopped in a trio of shops in Emmaus, Pennsylvania to tout the value of small businesses and promote his economic record.",b
Business Highlights: Fed keeps rates unchanged; homeowners face rising insurance rates,b
Business Highlights: A summary of the day’s top stories in the business world.,b
"The Associated Press is an independent global news organization dedicated to factual reporting. Founded in 1846, AP today remains the most trusted source of fast, accurate, unbiased news in all formats and the essential provider of the technology and services vital to the news business. More than half the world’s population sees AP journalism every day.",b
,b
Israel-Hamas war,b
U.S. winter storm,b
Election 2024,b
NFL playoffs,b
Taiwan election,b
"Business Highlights: Sam Bankman-Fried’s trial set to begin, Fed chief hears about inflation woes",b
Business Highlights: A summary of the day’s top stories in the business world.,b
Anti-corruption authorities to investigate Zambia’s foreign minister over cash-counting video,b
Zambian anti-corruption authorities say they will investigate after a video on social media allegedly showed the foreign minister receiving piles of cash from a Chinese businessman.,b
German business confidence stuck at lowest since May 2020,b
A closely watched survey shows that German business confidence is stuck at its lowest level in more than two years as energy worries fuel expectations of a difficult winter.,b
Business Highlights: Fed poised to leave rates unchanged; Auto workers threaten to escalate strike,b
Business Highlights: A summary of the day’s top stories in the business world.,b
Business Highlights: Antitrust case against Google; Gas prices propel inflation higher,b
Business Highlights: A summary of the day’s top stories in the business world.,b
"Business Highlights: Biden makes historic picket-line visit; Trump fraud lasted years, judge rules",b
Business Highlights: A summary of the day’s top stories in the business world.,b
Business Highlights: UAW strike expands to 20 states; Wall Street’s worst week in 6 months,b
Business Highlights: A summary of the day’s top stories in the business world.,b
Business Highlights: Spicy food challenge; Google’s antitrust trial; Monday Night Football,b
Business Highlights: A summary of the day’s top stories in the business world.,b
"Business Highlights: The UAW prepares to expand its strike, Sam Bankman-Fried’s parents are sued",b
Business Highlights: A summary of the day’s top stories in the business world.,b
"Business Highlights: McCarthy rejects Senate spending bill, Netflix’s DVD-by-mail service bows out",b
Business Highlights: A summary of the day’s top stories in the business world.,b
Business Highlights: Late-night TV announces return from strike; New UAW strike plans to come Friday,b
Business Highlights: A summary of the day’s top stories in the business world.,b
Business Highlights: IRS launches crackdown on millionaires with back taxes; iPhone security update,b
Business Highlights: A summary of the day’s top stories in the business world.,b
Business Highlights: Job gains remain resilient in August; Walgreens CEO exits,b
Business Highlights: A summary of the day’s top stories in the business world.,b
Baton Rouge company set to acquire Entergy gas distribution business,b
Utility giant Entergy is moving ahead with plans to sell its gas distribution business. Entergy and Bernhard Capital Partners on Monday announced a $484 million cash deal.,b
Ohio business owner sues Norfolk Southern for February derailment that closed his companies,b
A business owner whose companies are near the site where a Norfolk Southern train derailed in eastern Ohio in February is suing the railroad.,b
"Amazon launches Q, a business chatbot powered by generative artificial intelligence",b
Amazon finally has its answer to ChatGPT. The tech giant said Tuesday it will launch Q — a business chatbot powered by generative artificial intelligence.,b
GE business to fill order for turbines to power Western Hemisphere’s largest wind project,b
One of the world’s largest renewable energy developers will be getting hundreds of wind turbines from General Electric business GE Vernova as part of a record equipment order and long-term service deal.,b
Georgia’s lieutenant governor wants to cut government regulations on businesses,b
Georgia Lt. Gov. Burt Jones says he wants to cut government regulations on businesses and give lawmakers more power over state agencies.,b
Business Highlights: Victoria’s Secret aims for more inclusive catwalk; Maui beckons back tourists,b
Business Highlights: A summary of the day’s top stories in the business world.,b
Access to busy NYC airport’s international terminal restricted due to pro-Palestinian protest,b
Access to a busy terminal at New York’s John F. Kennedy International Airport has been restricted as pro-Palestinian protesters converged on the airport for the second time in a week.,b
Mexican business group says closure of US rail border crossings costing $100 million per day,b
A leading Mexican business group says the U.S. decision to close two railway border crossings into Texas is costing $100 million per day in delayed shipments.,b
Business Highlights: Key inflation gauge shows a modest rise; food ads are in the crosshairs,b
Business Highlights: A summary of the day’s top stories in the business world.,b
Business Highlights: UAW strike looms as deadline nears; Arm shares jump in biggest IPO since 2021,b
Business Highlights: A summary of the day’s top stories in the business world.,b
"LG Electronics partnering with West Virginia to advance renewable energy, telehealth businesses",b
"LG Electronics is partnering with the state of West Virginia to develop technologies in renewable energy, telehealth and other industries. West Virginia Gov.",b
Business Highlights: Carmakers failing privacy test; UAW says it may strike any Detroit automaker,b
Business Highlights: A summary of the day’s top stories in the business world.,b
Business Highlights: UAW clashes with Big 3 automakers as strike deadline looms; Wall Street slips,b
Business Highlights: A summary of the day’s top stories in the business world.,b
Fed’s Powell gets an earful about inflation and interest rates from small businesses,b
Federal Reserve officials typically gather many of their insights and observations about the economy from some of the top Ph.D. economists in Washington.,b
Business Highlights: Murdoch stepping down from CEO role at News Corp; S&P has worst day since March,b
Business Highlights: A summary of the day’s top stories in the business world.,b
Business Highlights: Climate activists intensify actions; Heat deaths among US workers on the rise,b
Business Highlights: A summary of the day’s top stories in the business world.,b
Business Highlights: Biden touts efforts to lower medical costs; US consumer confidence wanes,b
Business Highlights: A summary of the day’s top stories in the business world.,b
"The Associated Press is an independent global news organization dedicated to factual reporting. Founded in 1846, AP today remains the most trusted source of fast, accurate, unbiased news in all formats and the essential provider of the technology and services vital to the news business. More than half the world’s population sees AP journalism every day.",b
,b
Israel-Hamas war,b
U.S. winter storm,b
Election 2024,b
NFL playoffs,b
Taiwan election,b
Business Highlights: New rules for tech giants in Europe; Home sales slump in July,b
Business Highlights: A summary of the day’s top stories in the business world.,b
US labor board delays new employment rule after business groups sue,b
The federal government is delaying a new rule that could make it easier for millions of workers to unionize after business groups sued.,b
The booming business of F1 to be explored in CNBC documentary airing ahead of Las Vegas Grand Prix,b
Formula One fanatics will get more behind-the-scenes access to the global motorsports series through a new CNBC documentary that explores the business aspects of the highest form of racing in the world.,b
New Mexico regulators revoke the licenses of 2 marijuana grow operations and levies $2M in fines,b
New Mexico marijuana regulators have revoked the licenses of two growing operations for numerous violations and have levied a fine of $1 million against each business.,b
Business Highlights: ‘Soft landing’ signs emerge at central banker meeting; Wall Street wilts,b
Business Highlights: A summary of the day’s top stories in the business world.,b
Business Highlights: Nvidia posts strong quarterly earnings; the Fed faces tough call on rates,b
Business Highlights: A summary of the day’s top stories in the business world.,b
Drugstore chain Walgreens cuts quarterly dividend to get more cash to grow its business,b
Walgreens is chopping its dividend nearly in half as the drugstore chain looks to strengthen its balance sheet.,b
"Business Highlights: US retail sales rise solidly in July, WeWork sounds the alarm",b
Business Highlights: A summary of the day’s top stories in the business world.,b
2 men appear in court on murder charges in shooting of Oakland police officer at marijuana business,b
Two men charged with murder in the death of an Oakland police officer who was shot while answering a burglary report at a marijuana dispensary have appeared in court.,b
Business Highlights: US trims growth estimate for 2nd quarter; Biden touts efforts on drug prices,b
Business Highlights: A summary of the day’s top stories in the business world.,b
"Business Highlights: More rate hikes possible, Fed’s Powell says; Tax preparers under fire",b
Business Highlights: A summary of the day’s top stories in the business world.,b
Samsung reports improved profit as its chip business losses narrow,b
Samsung Electronics has reported its highest quarterly profit for the year. It saw narrowed losses from its computer chip business amid a slow recovery in global demand.,b
"Food delivery business Yelloh to lay off 750 employees nationwide, close 90 delivery centers",b
"The food delivery business Yelloh is cutting 750 jobs nationwide and closing 90 delivery centers. The Minneapolis Star Tribune reports that closures for the Bloomington, Minnesota-based company will begin Dec. 8.",b
"Business Highlights: Fed in July saw inflation as ongoing threat, Teamsters back Amazon drivers",b
Business Highlights: A summary of the day’s top stories in the business world.,b
Sparks hire former WNBA player Raegan Pebley as new GM. Karen Bryant to focus on business side,b
"The Los Angeles Sparks have hired former WNBA player Raegan Pebley as general manager, replacing Karen Bryant, who will focus on the team’s business operations.",b
2 men charged in shooting death of Oakland officer answering a burglary call at a marijuana business,b
Authorities say two men have been charged with murder in the death of an Oakland police officer who was shot while answering a burglary report at a marijuana dispensary.,b
Germany’s economy seen shrinking again in the current quarter as business confidence declines,b
Germany’s central bank says the country’s economy is likely to shrink again slightly in the current fourth quarter.,b
Business Highlights: Biden restricts investments in China; Climate change upends insurance industry,b
Business Highlights: A summary of the day’s top stories in the business world.,b
"Yellen says 100,000 firms have joined a business database aimed at unmasking shell company owners",b
"Treasury Secretary Janet Yellen has announced that 100,000 businesses have signed up for a new database of that collects ownership information intended to help unmask shell company owners.",b
Rifle manufacturer created by Bushmaster founder goes out of business,b
An AR-15-style rifle manufacturer in Maine that was launched by the founder of Bushmaster Firearms is going out of business.,b
"From Coke floats to Cronuts, going viral can have a lasting effect on small businesses",b
"If a small business unexpectedly goes viral on social media, the sudden fame can be overwhelming. Owners have to pivot quickly.",b
"Business Highlights: Consumer inflation easing its grip, OxyContin maker bankruptcy deal blocked",b
Business Highlights: A summary of the day’s top stories in the business world.,b
Business Highlights: Job market cools over summer; Global food prices on the rise,b
Business Highlights: A summary of the day’s top stories in the business world.,b
McIlroy eases off criticism of LIV Golf. He says Rahm defection was a smart business move,b
Rory McIlroy is softening his stance against Saudi-funded LIV Golf. He says on the “Stick to Football” podcast that he has accepted that LIV is part of golf now.,b
Business Highlights: Inflation fight faces toughest test; Fans of Rao’s sauce worried by Campbells,b
Business Highlights: A summary of the day’s top stories in the business world.,b
Business Highlights: US economy accelerates; Southwest reports soaring labor costs,b
Business Highlights: A summary of the day’s top stories in the business world.,b
8 North Dakota newspapers cease with family business’s closure,b
Eight weekly newspapers in North Dakota have ceased publication due to the closure of a century-old family business. Ness Press closed in early August.,b
Business Highlights: Trucker Yellow declares bankruptcy; Meme stock investors buy Yellow shares,b
Business Highlights: A summary of the day’s top stories in the business world.,b
Business Highlights: ‘Barbie’ marketing mania; Biden visits Philly shipyard,b
Business Highlights: A summary of the day’s top stories in the business world.,b
"Business Highlights: FTX founder jailed, Ford sees high demand for new V8 Mustang",b
Business Highlights: A summary of the day’s top stories in the business world.,b
"The Associated Press is an independent global news organization dedicated to factual reporting. Founded in 1846, AP today remains the most trusted source of fast, accurate, unbiased news in all formats and the essential provider of the technology and services vital to the news business. More than half the world’s population sees AP journalism every day.",b
,b
Israel-Hamas war,b
Election 2024,b
Winter storm sweeps northern U.S.,b
Capital punishment Buffalo shooting,b
Yemen airstrikes,b
Business Highlights: China tries to defuse concerns over economy; US mortgage rates at 20-year highs,b
Business Highlights: A summary of the day’s top stories in the business world.,b
Business Highlights: Russia’s ruble tumbles and US Steel rejects a $7.3 billion offer from rival,b
Business Highlights: A summary of the day’s top stories in the business world.,b
California Gov. Gavin Newsom signs law requiring big businesses to disclose emissions,b
California will soon require big businesses to report a wide range of greenhouse gas emissions. California Gov.,b
"From AI and inflation to Elon Musk and Taylor Swift, the business stories that dominated 2023",b
The tide turned against inflation. Artificial intelligence went mainstream — for good or ill. Labor unions capitalized on their growing might to win more generous pay and benefits.,b
Business Highlights: FEMA payouts to Maui survivors top $5.6 million; Stocks fall for 3rd week,b
Business Highlights: A summary of the day’s top stories in the business world.,b
"Business Highlights: Apple, Amazon earnings top forecasts; Yeezy sneaker sales lift Adidas",b
Business Highlights: A summary of the day’s top stories in the business world.,b
Business Highlights: MacKenzie Scott giving totals $97m in first half; Dearth of new cars under $20k,b
Business Highlights: A summary of the day’s top stories in the business world.,b
Business Highlights: Worst day in months for Wall Street; Edison’s light bulb fades into history,b
Business Highlights: A summary of the day’s top stories in the business world.,b
Business Highlights: Yellow trucking expected to file for bankruptcy; Solar panel recycling heats up,b
Business Highlights: A summary of the day’s top stories in the business world.,b
"This week in business: consumer confidence, inflation updates",b
"On Tuesday, business group The Conference Board releases its September report on consumer confidence.",b
Business Highlights: Twitter unveils new logo; IRS ends surprise visits to taxpayers,b
Business Highlights: A summary of the day’s top stories in the business world.,b
"Michigan star Corum says he had no business with Stalions, unaware of online records in his name",b
"Michigan All-American Blake Corum says he has no business relationship with Connor Stalions, the former Wolverines staffer at the center of an NCAA sign-stealing investigation into the program, and he was unaware of documents filed for a company with his name on them.",b
Texas businessman at center of Attorney General Ken Paxton’s impeachment facing new charges,b
A Texas businessman at the center of the scandal that led to the historic impeachment of state Attorney General Ken Paxton has been charged with additional federal crimes.,b
German business confidence at 2-year low amid energy worries,b
"A closely watched survey shows that German business confidence has fallen more than expected this month, hitting a two-year low amid worries about higher energy prices and the prospect of a possible natural gas shortage.",b
Business Highlights: Fed raises rates to fight inflation; Automakers unite on rival charging network,b
Business Highlights: A summary of the day’s top stories in the business world.,b
"Business group estimates several hundred thousand clean energy jobs in EV, battery storage and solar",b
"A business group that advocates for clean energy estimates that 403,000 jobs will be created by the 210 major energy projects announced since the Inflation Reduction Act took effect in mid-2022.",b
Pharmacist shortages and heavy workloads challenge drugstores heading into their busy season,b
Customers may need a dose of patience at U.S. pharmacy counters as those businesses start their busiest season. Drug and staffing shortages haven’t gone away.,b
Business Highlights: Inflation cools in June; US floats stricter fuel economy standards on new cars,b
Business Highlights: A summary of the day’s top stories in the business world.,b
"Business Highlights: UPS and Teamsters reach contract deal, tech giants report earnings, bank merger",b
Business Highlights: A summary of the day’s top stories in the business world.,b
"Business Highlights: Microsoft, Activision extend deal deadline; Wall Street adds to big rally",b
Business Highlights: A summary of the day’s top stories in the business world.,b
Business Highlights: Trucking giant Yellow ceases operations; S&P ends July with 5th month of gains,b
Business Highlights: A summary of the day’s top stories in the business world.,b
Former congressional candidate convicted of spending campaign funds on business debts,b
A former Massachusetts congressional candidate accused of using donations to pay business debts and real estate taxes has been convicted of violating federal election law and making false statements.,b
"Businessman sentenced in $180 million bank fraud that paid for lavish lifestyle, classic cars",b
A businessman who orchestrated a $180 million check-kiting scheme and used the proceeds to live a lavish lifestyle and amass one of the world’s most revered classic car collections has been sentenced to more than eight years in prison.,b
"Hasbro cuts 1,100 jobs, or 20% of its workforce, prompted by the ongoing malaise in the toy business",b
"Toy maker Hasbro is cutting about 1,100 jobs, or 20% of its workforce. The job cuts come as the malaise in the toy business extends through another holiday shopping season.",b
Swedish court acquits Russian-born businessman of spying for Moscow,b
"A Russian-born Swedish businessman has been acquitted of collecting information for Russia’s military intelligence service, the GRU, for almost a decade.",b
"Business Highlights: The rush to Meta’s new Threads app, Wall Street ticks higher",b
Business Highlights: A summary of the day’s top stories in the business world.,b
"Lacking counselors, US schools turn to the booming business of online therapy",b
"As schools across the U.S. grapple with the student mental health crisis, the use of telehealth therapy for students has skyrocketed.",b
Business Highlights: High-speed internet access; Student loan repayments,b
Business Highlights: A summary of the day’s top stories in the business world.,b
Business Highlights: FTC investigating ChatGPT creator; PMorgan second quarter profit jumps 67%,b
Business Highlights: A summary of the day’s top stories in the business world.,b
"Josh Allen, playoff-contending Bills hope to take care of business against free-falling Chargers",b
Josh Allen and the Buffalo Bills are well aware they are on the outside looking in when it comes to a playoff spot.,b
"The Associated Press is an independent global news organization dedicated to factual reporting. Founded in 1846, AP today remains the most trusted source of fast, accurate, unbiased news in all formats and the essential provider of the technology and services vital to the news business. More than half the world’s population sees AP journalism every day.",b
,b
Israel-Hamas war,b
Election 2024,b
Winter storm sweeps northern U.S.,b
Capital punishment Buffalo shooting,b
Yemen airstrikes,b
Business owners in a Ukrainian front-line city adapt even as ‘a missile can come at any moment’,b
Russia’s deadly attack on a beloved pizzeria in eastern Ukraine in June was painful for residents. The rubble remains in Kramatorsk as a reminder of the risk for businesses so close to the front lines.,b
Business Highlights: China’s economic growth is slowing; Russia ends Black Sea grain export deal,b
Business Highlights: A summary of the day’s top stories in the business world.,b
"Business Highlights: Recruiting tech workers; Instagram, Facebook add parental controls",b
Business Highlights: A summary of the day’s top stories in the business world.,b
Business Highlights: Microsoft gets OK to buy Activision Blizzard; Bank of America hit with fines,b
Business Highlights: A summary of the day’s top stories in the business world.,b
"Business Highlights: Twitter changes risk exodus by users, advertisers; Yellen to China this week",b
Business Highlights: A summary of the day’s top stories in the business world.,b
Business Highlights: Americans bump up spending in June; US firms helped keep Russian oil flowing,b
Business Highlights: A summary of the day’s top stories in the business world.,b
Business Highlights: House Republicans interrogate FTC’s Khan; US tourists pack European hotspots,b
Business Highlights: A summary of the day’s top stories in the business world.,b
"Business tycoon Carlos Ghosn’s rise, fall and dramatic escape is subject of new Apple TV+ series",b
"Carlos Ghosn, the former rock star businessman who fell from grace and fled authorities smuggled in a music instrument box, is getting what his dramatic story deserves — a multi-part Apple TV+ documentary series.",b
Business Highlights: Inflation at lowest since early 2021; Tax prep firms shared data with Meta,b
Business Highlights: A summary of the day’s top stories in the business world.,b
Prosecutor Offers Business Card in DUI Crash,b
Body-camera video obtained by the AP shows one of the nation’s top federal drug prosecutors offering police his business card in an apparent attempt to leverage his position during his arrest in a DUI crash.,b
"Business Highlights: Big Tech firms agree to AI safeguards; Actors, writers strike enters 2nd week",b
Business Highlights: A summary of the day’s top stories in the business world.,b
"Business Highlights: Business travelers, drifting stocks",b
"___

Airlines count on business travelers to keep recovery going

DALLAS (AP) — The summer vacation season is winding down, and for airlines that means the return of business travelers is very important.",b
China’s Alibaba names CEO Eddie Wu to head its e-commerce business as its growth falters,b
"China’s Alibaba Group says its CEO Eddie Wu will head its core e-commerce business, as the company seeks to drive growth and fend off fast-growing online shopping rivals like Pinduoduo.",b
Business Highlights: JetBlue jettisons deal with American; Fed minutes show divide over rate pause,b
Business Highlights: A summary of the day’s top stories in the business world.,b
Diddy made music a priority over businesses to create ‘The Love Album - Off the Grid’,b
"If Sean “Diddy” Combs had a choice, the self-proclaimed serial entrepreneur would be hunkered down in a recording studio rather than running his many successful businesses.",b
No. 25 Tennessee Vols have some business to finish as they host skidding Vanderbilt,b
The No. 25 Tennessee Volunteers have some business to finish in their regular-season finale at home against Vanderbilt.,b
Business Highlights: Forced labor suspected in retailer’s supply chain; Flying taxis in Paris,b
Business Highlights: A summary of the day’s top stories in the business world.,b
Business Highlights: Hiring cools in June; DoorDash sues over NYC plan to lift delivery driver pay,b
Business Highlights: A summary of the day’s top stories in the business world.,b
British American Tobacco writes down $31.5 billion as it shifts its business away from cigarettes,b
"Shares of British American Tobacco tumbled Wednesday after the owner of Camel and American Spirit cigarettes took an impairment charge of about $31.5 billion, mainly related to its struggling U.S. cigarette brands with the number of people who smoke in steep decline.",b
"What to know about the Hall & Oates legal fight, and the business at stake behind all that music",b
"After more than a half-century of making music together, Daryl Hall is suing John Oates over a proposed sale of his share of a Hall & Oates business partnership that Hall says he hasn’t approved.",b
Report: LeBron James’ business manager said he bet on NBA games through illegal bookie,b
"The Washington Post is reporting that Maverick Carter, LeBron James’ business partner, told federal investigators he bet on NBA games through an illegal bookie.",b
Business Highlights: Twitter rival signs up millions on first day; France boosts tourism amid chaos,b
Business Highlights: A summary of the day’s top stories in the business world.,b
"From Coke floats to Cronuts, going viral can have a lasting effect on a small business",b
Lexington Candy Shop has had a line outside for over a year since a TikTok of its Coke float went viral.,b
Business Highlights: Fed chair says tighter financial rules needed; Microsoft pushes Activision deal,b
Business Highlights: A summary of the day’s top stories in the business world.,b
Business Highlights: Signs point to ‘soft landing’ for economy; Top bankers call for more rate hikes,b
Business Highlights: A summary of the day’s top stories in the business world.,b
Business Highlights: Twitter slammed over LGBTQ+ safety; Retail sales up in May,b
Business Highlights: A summary of the day’s top stories in the business world.,b
"Cowboys taking care of business, have to do it once more before prove-it stretch",b
The Dallas Cowboys are cruising through the take-care-of-business part of their schedule. They have one more before they get back to the prove-it portion.,b
Judge extends pause on John Oates’ sale of stake in business with Daryl Hall as arbitration proceeds,b
A judge has sided with Daryl Hall in his request to keep temporarily blocking John Oates from selling his potentially lucrative share of the Hall & Oates duo’s joint venture without his longtime partner’s permission.,b
California Gov. Gavin Newsom says he will sign climate-focused transparency laws for big business,b
California Gov. Gavin Newsom says he plans to sign into law a pair of climate-focused bills intended to force major corporations to be more transparent about greenhouse gas emissions and the financial risks stemming from global warming.,b
